,k,obs_mean,obs_max,obs_min,10_myr,20_myr,30_myr,40_myr,50_myr,60_myr,70_myr,80_myr
0,0.005628,0.09076666666666666,0.1022,0.07802222222222222,0.005144052889461726,0.005549618772814578,0.00840048494270063,0.02555241949790729,0.034322743298247714,0.009141331869049975,0.021741476427111196,0.024077568363912758
1,0.006198,0.09373333333333334,0.10423333333333333,0.08148888888888889,0.006415171258553396,0.006925044416328493,0.009239840352147605,0.02532687710216602,0.03297371314910431,0.00995604435858119,0.024029642305787056,0.028183337102797412
2,0.006826,0.09744444444444444,0.1073888888888889,0.08651111111111111,0.007949662816174808,0.00858394578392165,0.010249493745380736,0.024713544943131292,0.031145849339895452,0.01123965523878661,0.026701517871339158,0.032193933459907696
3,0.007517,0.10127777777777779,0.1109,0.09176666666666668,0.009964250963717442,0.010760877705011227,0.011665308139011265,0.02399398691420584,0.029237477375581477,0.013323793285264927,0.02987219804007341,0.036390718549390466
4,0.008279,0.10473333333333334,0.11399999999999999,0.09617777777777778,0.012431262381296925,0.013425723457320175,0.013522499337424566,0.023523579982231497,0.02760523398622171,0.016239305440454356,0.033326018058863746,0.040402958614216056
5,0.009117,0.1077,0.11766666666666667,0.09876666666666667,0.015415377303321745,0.01664819164667702,0.01589410420003981,0.02358688799339719,0.026433917044471355,0.020051002791191812,0.03697708910502143,0.04437532404387753
6,0.01004,0.11013333333333333,0.11877777777777779,0.10212222222222223,0.019018846049871724,0.020538744302115865,0.018849663283139008,0.024497965964368196,0.0259759537679414,0.024828422081451654,0.04093164534241986,0.04867876925026804
7,0.01106,0.11211111111111112,0.12088888888888888,0.10416666666666667,0.023187376952893066,0.025038001298323394,0.022493230205069496,0.026223181147280096,0.02609594091529837,0.030377977445589944,0.04562362534725279,0.05386794561740581
8,0.01218,0.11377777777777778,0.12155555555555556,0.10551111111111111,0.027985865241935887,0.03021625746904335,0.026792343191302546,0.029070890892959757,0.02726552534051137,0.03677597353330129,0.05117575095836391,0.06015377335007742
9,0.01341,0.11522222222222223,0.12155555555555556,0.10655555555555556,0.033384425028499184,0.036041038507663936,0.03172678253565936,0.03304480012982065,0.029650623145130117,0.043929352744725994,0.057755748201015464,0.06766646276875778
10,0.01477,0.11622222222222221,0.123,0.10817777777777778,0.03893517783935074,0.04202732973321764,0.03708785325175938,0.03762964981941903,0.032764640470717525,0.05146947242379042,0.06527546872362106,0.07610019287773466
11,0.01627,0.11677777777777777,0.12288888888888888,0.10924444444444444,0.04458755863876083,0.04812123104898445,0.04268643397324713,0.04290628599142018,0.036959241129742214,0.05927135566872477,0.07332232353285481,0.08498581674265882
12,0.01791,0.11655555555555557,0.1231111111111111,0.1097,0.04976981553626203,0.053705025075131654,0.0480882062300032,0.04834944601993514,0.04179482972223474,0.06674708906389172,0.08118712344909186,0.09341072655780272
13,0.01973,0.11544444444444445,0.12244444444444445,0.10927777777777777,0.05406283924181984,0.058326026158975114,0.05296334436247223,0.053649994674139286,0.047048303890446765,0.07348157781648634,0.08822278925483103,0.10058379228120681
14,0.02173,0.11333333333333333,0.11933333333333333,0.10796666666666667,0.05698613002212346,0.06146576978164999,0.05690339453792749,0.05841798164969414,0.05237729166328716,0.0789315936471663,0.09365646330787078,0.10560937549496553
15,0.02393,0.11027777777777778,0.116,0.10548888888888888,0.0582638871820866,0.06282683641485515,0.05967541933210576,0.062423184068726774,0.057515310479840216,0.08278481789060338,0.09700802701249042,0.10797564646900672
16,0.02635,0.1065888888888889,0.11166666666666666,0.10196666666666666,0.057871505287004715,0.06238336547400594,0.06125025648769619,0.06559036970432681,0.062246583272422266,0.0849680997003209,0.09814424659923805,0.10760250675086298
17,0.02902,0.10247777777777778,0.10744444444444445,0.09795555555555555,0.05759608297216496,0.06206935078317595,0.06342619793411064,0.06915956207630498,0.06686698321152278,0.08740754437832512,0.09978615805038285,0.10668045888166532
18,0.03196,0.09817777777777778,0.10265555555555556,0.09378888888888888,0.05299303003128094,0.05707755136676916,0.06152063438953632,0.06967998228191292,0.06985956398728252,0.08492915665228111,0.09463930086872523,0.10016749285401985
19,0.0352,0.09392222222222223,0.09816666666666667,0.08961111111111111,0.04925382829777264,0.05302537878467244,0.060778051058144135,0.07082597521855913,0.07248081405222609,0.08317378332023802,0.0907739692262487,0.09440352100950228
20,0.03877,0.08986666666666666,0.0941,0.08541111111111112,0.04528560189364771,0.048731618361641665,0.059929477342806216,0.07158882983549025,0.0742485870629816,0.0806682592576602,0.08619086174061294,0.0883673897090949
21,0.04269,0.0860888888888889,0.09056666666666667,0.08149999999999999,0.04127257441910186,0.0443957592593745,0.05907259557706765,0.07191888868352374,0.0750692653322547,0.07745155219048035,0.08104614542548591,0.08241865918309965
22,0.04702,0.08267777777777778,0.08757777777777777,0.07774444444444445,0.03747957721358879,0.04030348917654807,0.058398600090448706,0.07192419105764893,0.07502276560882487,0.07373363490895682,0.07567484756171905,0.07701436064512064
23,0.05178,0.07967777777777776,0.08515555555555555,0.07405555555555556,0.03401111276536264,0.03656604926012223,0.05792220357244406,0.07163216525213914,0.07419688612112339,0.06965935377448589,0.07027673855190059,0.07233750544324906
24,0.05703,0.07717777777777778,0.0836,0.0705888888888889,0.030760142263742567,0.03306633333271117,0.05745736149556449,0.07092872438167891,0.07256952629520566,0.06519164430677184,0.06479445077543004,0.0681869933141216
25,0.0628,0.07526666666666666,0.0834,0.06715555555555555,0.027841190846352698,0.029926319538363853,0.057003557378077635,0.0699570943654776,0.07038121573606122,0.060621980453350294,0.059538062082614876,0.0646879286438368
26,0.06917,0.07407777777777778,0.08458888888888888,0.06298888888888889,0.025224384182410714,0.027112728254373213,0.056459001788265524,0.06875212666363548,0.06776687795129653,0.05607616425626066,0.05460484523838462,0.06170671742940388
27,0.07617,0.07378888888888889,0.08692222222222222,0.05868888888888889,0.022793068940381505,0.02449943685185672,0.05562582213678814,0.06715574155711883,0.0646632485751195,0.05149193138711659,0.04990137996702638,0.05892545926215665
28,0.08389,0.07457777777777778,0.0901,0.052722222222222226,0.020627974174714195,0.022172865619914092,0.0545940569070531,0.06536720068029532,0.06135497203554966,0.04713631565699709,0.04567509103074219,0.05641515723899148
29,0.09239,0.07646666666666666,0.09724444444444444,0.048377777777777776,0.01866016809299468,0.020058677965146453,0.05329853222788791,0.06330980326066313,0.057835678575835936,0.04297749625232293,0.04186071764465989,0.05399782059225636
30,0.1017,0.07914444444444445,0.10584444444444445,0.03634444444444444,0.016881108825687368,0.018147564310448984,0.05176801854398222,0.06101302624846949,0.05419861930277786,0.039072649595793,0.03847652754145736,0.05163797540416616
31,0.1121,0.08152222222222223,0.116,0.0,0.015241467295299283,0.016386443490070415,0.04999928984511076,0.058446929731579764,0.050434329336526675,0.03536786428717128,0.035438374487499445,0.049267174143670836
32,0.1234,0.08196666666666666,0.12833333333333333,0.0,0.013824225817210605,0.01486434613556567,0.04819109265723584,0.055878778615243686,0.046865469756405875,0.03210354286930241,0.032904509823058634,0.047067840756962624
33,0.1359,0.07786666666666667,0.14600000000000002,0.0,0.012525428833123544,0.013469513713486508,0.0462330676469006,0.0531168441995138,0.04330394250895509,0.029066326977120277,0.03064148590558651,0.04487244113217238
34,0.1497,0.06551111111111112,0.16544444444444445,0.0,0.011310012712825081,0.012164198293909563,0.04407933607753516,0.05008661823791316,0.03970346195978444,0.02618770241529322,0.028549612604037954,0.042620763292531096
35,0.1648,0.036144444444444444,0.19033333333333335,0.0,0.0102521584779563,0.011027969415071774,0.041969169892980523,0.04712640398695152,0.036383242262127385,0.023672741575069278,0.02676670401015869,0.040531185386716524
36,0.1815,0.0,0.2341111111111111,0.0,0.00928765738505587,0.009991824136535868,0.03979553013676188,0.044085400230520926,0.03319500544427138,0.02137279335831174,0.025148956039622198,0.03847911314989835
37,0.1999,0.0,0.293,0.0,0.008412411338504684,0.009051345974138522,0.03758694113972073,0.041010026432364594,0.030173522894439458,0.019283989035202526,0.023682262012153017,0.036474001024826175
38,0.2202,0.0,0.37211111111111106,0.0,0.0076165305004893555,0.008195925891845092,0.03535682579316863,0.03792657089674251,0.027325652640824157,0.01738502436954685,0.022346695410363705,0.03451090253467516
