,k,obs_mean,obs_max,obs_min,10_myr,20_myr,30_myr,40_myr,50_myr,60_myr,70_myr,80_myr
0,0.006305,0.09625555555555555,0.10778888888888889,0.08177777777777777,0.017232913251000865,0.04535763959150355,0.013187850880309425,0.04435757925247182,0.08721308148937489,0.066196320678015,0.039696040899313556,0.028580046506936768
1,0.006942,0.10322222222222223,0.11566666666666665,0.09026666666666666,0.02117732308117701,0.053146957202267024,0.014783497288102267,0.05661722486318425,0.10245614112234157,0.07698117629085012,0.04695086974031349,0.03519337851337059
2,0.007642,0.11211111111111112,0.12533333333333332,0.09824444444444444,0.025111084728601817,0.05949755288069873,0.01997788945303856,0.06916383965791521,0.11474786471478693,0.08543764880803077,0.05394063239455729,0.042693466688836
3,0.008413,0.1218888888888889,0.1351111111111111,0.10822222222222223,0.028988074806774396,0.0640275200866772,0.029934772637993844,0.081431847562484,0.123084539296271,0.09108833160746982,0.061038901846762306,0.051365952643489476
4,0.009261,0.13177777777777777,0.1441111111111111,0.11922222222222222,0.033051203417643976,0.06690719468945806,0.04397086296196552,0.09326088540539977,0.12740102997067318,0.09430636220906187,0.06886678195264856,0.061204323991307284
5,0.0102,0.14066666666666666,0.15366666666666667,0.12811111111111112,0.037751444896434616,0.06883632450258793,0.06116451752150363,0.10500392480994895,0.1286267255938603,0.09633541233888648,0.07786554667221394,0.07181810643240479
6,0.01122,0.148,0.1622222222222222,0.13622222222222222,0.04341294907506094,0.07087502764374463,0.08041405156183767,0.11699973264765495,0.12852034644076088,0.098969049891987,0.08777457122966112,0.08230111377582436
7,0.01236,0.15333333333333332,0.16711111111111113,0.14033333333333334,0.050425236734943236,0.07437735987204264,0.10165963733553628,0.1302169052471756,0.12932371624431713,0.10413322853260387,0.09834089869552977,0.09221015687774028
8,0.0136,0.15666666666666668,0.17,0.14377777777777778,0.05848411916036272,0.0810925107419043,0.12346575694558799,0.1443429381672377,0.13350860904100811,0.11321943948883809,0.10878981414930608,0.10083767938455797
9,0.01498,0.15777777777777777,0.16977777777777778,0.14377777777777778,0.0678235506843186,0.09042206827161266,0.14688663629261103,0.16108556222441692,0.14172330487459342,0.12546664651528278,0.11837067227543797,0.10803310818764876
